State,City,Locality,Property_Type,BHK,Size_in_SqFt,Furnished_Status,Floor_No,Total_Floors,Security,Amenities,Facing,Owner_Type,Availability_Status,Year_Built,Nearby_Schools,Nearby_Hospitals,Public_Transport_Accessibility,Parking_Space,Price_in_Lakhs
Karnataka,Chennai,Locality_30,Apartment,2,2782.0,Semi-Furnished,13.0,15,Yes,Basic,North,Agent,Ready to Move,2005,4,4,8,3,385.4120804345625
Maharashtra,New Delhi,Locality_22,Apartment,1,1495.0,Unfurnished,37.0,46,,Premium,West,Agent,Under Construction,2016,6,2,6,1,282.8688016999967
Maharashtra,Hyderabad,Locality_33,Villa,2,1687.0,Fully Furnished,14.0,48,Yes,Premium,West,Agent,Ready to Move,1994,8,2,8,0,214.83021999176492
Haryana,Bangalore,Locality_30,Villa,2,4811.0,Semi-Furnished,37.0,38,Yes,Luxury,West,Agent,Ready to Move,2004,9,1,7,2,1190.434330467272
Delhi,Hyderabad,Locality_17,Builder Floor,3,3754.0,Fully Furnished,9.0,10,No,Premium,West,Agent,Under Construction,2012,4,2,1,2,533.7486840672377
Haryana,New Delhi,Locality_43,Villa,3,1156.0,Semi-Furnished,8.0,13,,Luxury,South,Agent,Ready to Move,1992,8,2,4,1,417.2533414169627
Haryana,Chennai,Locality_32,Independent House,4,3482.0,Unfurnished,39.0,47,Yes,Luxury,North-East,Agent,Ready to Move,2007,0,0,7,0,699.3484478949925
Haryana,Pune,Locality_42,Villa,1,1613.0,Unfurnished,3.0,24,Yes,Luxury,South,Builder,Ready to Move,2015,2,1,9,1,309.8225415047669
Haryana,Chennai,Locality_14,Builder Floor,2,4906.0,Semi-Furnished,33.0,33,Yes,Basic,East,Owner,Ready to Move,1995,6,0,2,3,630.4956722866203
Tamil Nadu,Hyderabad,Locality_10,Builder Floor,1,1056.0,Semi-Furnished,32.0,32,No,Premium,West,Builder,Under Construction,2006,3,1,5,3,156.57351995624376
Tamil Nadu,Pune,Locality_47,Builder Floor,5,3519.0,Semi-Furnished,7.0,13,No,Premium,East,Owner,Under Construction,2016,1,4,9,2,846.0055873719094
Karnataka,Mumbai,Locality_36,Villa,2,2804.0,Unfurnished,19.0,32,No,,South,Agent,Ready to Move,2009,2,2,9,2,718.6997459662797
Maharashtra,Gurgaon,Locality_34,Villa,1,3080.0,Semi-Furnished,34.0,36,No,Luxury,West,Builder,Under Construction,1995,6,1,6,2,617.6926862408667
Haryana,Chennai,Locality_9,Apartment,4,551.0,Semi-Furnished,14.0,35,,Basic,South,Agent,Under Construction,2024,7,2,7,2,94.05592113194044
Karnataka,New Delhi,Locality_42,Apartment,4,1861.0,Fully Furnished,19.0,24,No,Luxury,West,Builder,Under Construction,2001,8,2,9,3,520.789857975674
Maharashtra,Mumbai,Locality_28,Independent House,2,1694.0,Semi-Furnished,26.0,31,No,Premium,South,Builder,Ready to Move,1992,5,3,8,3,463.94635960832994
Telangana,Gurgaon,Locality_11,Apartment,5,4519.0,Fully Furnished,17.0,17,No,,North,Agent,Ready to Move,1993,9,0,6,0,1710.2742231957186
Delhi,New Delhi,Locality_14,Independent House,4,3638.0,Fully Furnished,28.0,35,No,Luxury,North-East,Builder,Under Construction,1993,8,1,6,2,1116.1149683021235
Tamil Nadu,Bangalore,Locality_39,Builder Floor,4,2148.0,Fully Furnished,19.0,32,No,Premium,North-East,Builder,Under Construction,1993,3,4,7,1,494.92484238759863
Telangana,New Delhi,Locality_47,Apartment,5,1171.0,Unfurnished,27.0,27,Yes,Luxury,West,Owner,Under Construction,2010,4,3,7,0,339.66536705274115
Maharashtra,Pune,Locality_19,Villa,1,1277.0,Fully Furnished,19.0,22,No,Luxury,North,Agent,Under Construction,1991,0,0,2,0,283.57945148620166
Telangana,Pune,Locality_15,Apartment,4,2779.0,Semi-Furnished,,42,Yes,Basic,East,Agent,Ready to Move,2005,8,4,9,3,504.830764629405
Delhi,Bangalore,Locality_28,Independent House,3,3522.0,Unfurnished,7.0,9,No,Luxury,North,Builder,Under Construction,1996,8,4,4,2,858.1969472113109
Maharashtra,Mumbai,Locality_24,Apartment,4,2360.0,Unfurnished,29.0,30,No,Basic,West,Agent,Ready to Move,2008,8,2,9,0,568.606129757897
Telangana,Gurgaon,Locality_8,Builder Floor,1,3639.0,Unfurnished,5.0,11,No,Premium,North,Owner,Ready to Move,2022,2,0,3,2,776.8139346042963
Tamil Nadu,New Delhi,Locality_43,Villa,1,1574.0,Unfurnished,30.0,37,No,Basic,East,Owner,Ready to Move,1998,9,3,5,3,261.30711226708354
Tamil Nadu,Pune,Locality_9,Independent House,2,2216.0,Unfurnished,8.0,43,Yes,Luxury,West,Agent,Ready to Move,2006,9,1,5,0,414.0211227237385
Karnataka,Mumbai,Locality_47,Villa,3,1783.0,Unfurnished,12.0,18,Yes,Premium,North-East,Agent,Ready to Move,2016,9,1,7,0,504.37243860935945
Telangana,Bangalore,Locality_33,Villa,1,2486.0,Unfurnished,13.0,15,No,Luxury,North,Owner,Ready to Move,2022,7,3,4,1,625.6209017272452
Haryana,Hyderabad,Locality_33,Independent House,5,3133.0,Fully Furnished,26.0,27,Yes,Luxury,North-East,Agent,Ready to Move,2001,2,2,4,3,719.8385223585828
Telangana,Chennai,Locality_19,Villa,3,1501.0,Semi-Furnished,18.0,38,Yes,Basic,North-East,Builder,Under Construction,2000,5,2,1,1,182.16942628103254
Maharashtra,Hyderabad,Locality_3,Villa,3,1546.0,Semi-Furnished,20.0,26,No,Luxury,South,Agent,Ready to Move,2002,4,4,6,3,375.3299785230409
Maharashtra,Hyderabad,Locality_10,Apartment,5,2676.0,Fully Furnished,16.0,19,Yes,Basic,East,Builder,Under Construction,2020,7,0,4,1,397.88085444442515
Telangana,Pune,Locality_40,Villa,4,,Fully Furnished,37.0,44,Yes,Premium,North,Owner,Under Construction,2002,2,4,5,3,575.0735832378068
Delhi,Bangalore,Locality_47,Villa,5,2355.0,Unfurnished,3.0,10,No,Premium,North-East,Agent,Under Construction,2015,0,1,9,3,638.8818021983544
Tamil Nadu,New Delhi,Locality_42,Villa,5,1000.0,Unfurnished,27.0,43,No,Luxury,North-East,Owner,Under Construction,2020,8,3,4,0,333.6588288567678
Maharashtra,Hyderabad,Locality_1,Villa,4,2733.0,Fully Furnished,,34,Yes,Basic,East,Agent,Under Construction,2011,9,0,1,1,445.90537724895137
Tamil Nadu,Hyderabad,Locality_29,Independent House,4,3039.0,Unfurnished,34.0,38,No,Luxury,North-East,Builder,Ready to Move,1995,8,3,9,1,690.6952843630042
Maharashtra,Gurgaon,Locality_50,Builder Floor,4,4214.0,Semi-Furnished,22.0,29,No,Luxury,North-East,Agent,Ready to Move,2009,2,0,5,1,1364.8093281511776
Karnataka,Pune,Locality_34,Apartment,4,2832.0,Semi-Furnished,23.0,32,No,Luxury,North-East,Owner,Under Construction,2010,1,1,7,0,739.5203617646727
Haryana,Pune,Locality_13,Villa,4,1100.0,Unfurnished,4.0,24,Yes,,North-East,Builder,Under Construction,1999,3,1,3,2,313.1418281631267
Maharashtra,New Delhi,Locality_1,Villa,5,4784.0,Unfurnished,23.0,43,No,Basic,South,Agent,Under Construction,2008,7,0,4,3,1219.9550296430064
Tamil Nadu,Chennai,Locality_34,Independent House,2,1488.0,Unfurnished,9.0,15,No,Luxury,South,Owner,Ready to Move,2024,5,2,9,1,266.847637951256
Karnataka,Mumbai,Locality_29,Builder Floor,2,2381.0,Semi-Furnished,24.0,24,Yes,Premium,West,Owner,Under Construction,2015,9,0,1,3,508.43821163046636
Maharashtra,Gurgaon,Locality_48,Villa,1,4983.0,Unfurnished,21.0,28,Yes,Basic,North,Agent,Ready to Move,1996,0,1,5,0,658.4090017643416
Delhi,Pune,Locality_47,Independent House,2,2254.0,Fully Furnished,16.0,19,Yes,Luxury,East,Owner,Ready to Move,1997,7,3,8,3,565.6225062468794
Haryana,Gurgaon,Locality_13,Apartment,2,2964.0,Unfurnished,25.0,30,Yes,Basic,West,Builder,Under Construction,1994,4,4,7,0,627.8698219350051
Maharashtra,Pune,Locality_48,Apartment,5,2723.0,Fully Furnished,26.0,31,Yes,,South,Agent,Ready to Move,2017,5,3,4,2,615.8446827383763
Karnataka,Gurgaon,Locality_49,Villa,4,4982.0,Unfurnished,9.0,44,No,Premium,South,Builder,Ready to Move,1992,4,1,7,1,1248.9625135292417
Delhi,Bangalore,Locality_29,Villa,4,1994.0,Unfurnished,15.0,45,Yes,Premium,South,Owner,Ready to Move,1997,9,3,1,0,403.6296210226847
Telangana,Hyderabad,Locality_39,Builder Floor,5,1352.0,Semi-Furnished,39.0,46,No,Premium,West,Owner,Under Construction,2004,4,2,6,3,315.7473342057346
Karnataka,Pune,Locality_24,Builder Floor,2,951.0,Fully Furnished,33.0,38,Yes,Basic,South,Owner,Under Construction,2016,2,2,9,0,123.07609287349746
Karnataka,Gurgaon,Locality_26,Villa,5,2824.0,Fully Furnished,1.0,9,No,Premium,West,Builder,Under Construction,2005,3,0,3,0,762.9823509803198
Delhi,Mumbai,Locality_17,Independent House,1,2258.0,Fully Furnished,5.0,35,No,Luxury,South,Owner,Under Construction,2015,4,3,4,2,580.9284826804317
Karnataka,Bangalore,Locality_7,Builder Floor,4,4808.0,Semi-Furnished,9.0,17,Yes,Luxury,North-East,Agent,Under Construction,1993,1,3,8,1,1318.991638608589
Delhi,Bangalore,Locality_13,Villa,3,3853.0,Fully Furnished,6.0,47,Yes,Luxury,North-East,Agent,Under Construction,2001,5,1,5,0,953.7533360248451
Maharashtra,Mumbai,Locality_5,Builder Floor,1,4636.0,Semi-Furnished,28.0,29,Yes,Basic,North,Owner,Under Construction,2006,1,0,5,0,908.9051507093492
Delhi,Gurgaon,Locality_26,Villa,1,3838.0,Unfurnished,,26,Yes,Basic,South,Agent,Under Construction,2015,3,0,1,3,612.9501292359065
Delhi,New Delhi,Locality_49,Apartment,5,3088.0,Unfurnished,28.0,35,Yes,Premium,North,Builder,Ready to Move,2020,0,3,6,0,829.1524135364305
Haryana,Mumbai,Locality_3,Villa,2,2282.0,Fully Furnished,15.0,30,Yes,Basic,West,Builder,Under Construction,2004,3,4,2,0,415.2049393081257
Delhi,Gurgaon,Locality_7,Apartment,4,4020.0,Unfurnished,6.0,22,No,Luxury,North,Owner,Ready to Move,2023,6,3,1,1,1258.4423663869593
Delhi,Mumbai,Locality_49,Builder Floor,3,2279.0,Unfurnished,27.0,33,No,Luxury,South,Agent,Ready to Move,2018,7,3,6,1,911.9856198815831
Telangana,Mumbai,Locality_39,Villa,1,3632.0,Fully Furnished,38.0,47,No,Luxury,West,Agent,Under Construction,1998,1,3,5,3,1178.0411336272787
Maharashtra,Pune,Locality_1,Builder Floor,3,4073.0,Unfurnished,,47,,Basic,West,Owner,Ready to Move,2003,2,2,5,0,691.44825379934
Haryana,Gurgaon,Locality_49,Apartment,2,3718.0,Fully Furnished,11.0,13,No,Luxury,North-East,Builder,Ready to Move,1993,0,0,9,0,950.0899403396583
Telangana,New Delhi,Locality_17,Villa,2,4257.0,Fully Furnished,21.0,27,Yes,Premium,West,Owner,Under Construction,2013,6,2,3,0,1062.5808408388755
Tamil Nadu,Hyderabad,Locality_43,Builder Floor,3,4516.0,Unfurnished,,47,Yes,Basic,West,Agent,Ready to Move,2006,3,4,1,2,636.8842577241163
Maharashtra,Pune,Locality_25,Apartment,4,3337.0,Unfurnished,18.0,49,No,Luxury,North,Agent,Under Construction,2002,9,1,8,2,723.2875085647987
Maharashtra,Mumbai,Locality_3,Builder Floor,2,2881.0,Unfurnished,35.0,39,No,Luxury,West,Owner,Ready to Move,2009,7,4,5,3,903.2189899274049
Tamil Nadu,Hyderabad,Locality_15,Independent House,3,4739.0,Unfurnished,3.0,18,Yes,Basic,East,Builder,Ready to Move,2006,4,0,5,2,578.12316690464
Delhi,Chennai,Locality_29,Apartment,1,4436.0,Unfurnished,12.0,42,Yes,Basic,North-East,Builder,Under Construction,2016,8,1,8,3,453.9845359779987
Telangana,Hyderabad,Locality_43,Apartment,3,4928.0,Semi-Furnished,27.0,44,Yes,Premium,North-East,Owner,Ready to Move,2022,5,4,8,0,684.3158337155099
Karnataka,Mumbai,Locality_32,Apartment,3,1919.0,Unfurnished,30.0,36,Yes,Basic,West,Agent,Ready to Move,2010,9,0,2,2,410.0426369732451
Haryana,Mumbai,Locality_26,Villa,5,4650.0,Semi-Furnished,,30,No,Luxury,North,Builder,Under Construction,2006,1,4,3,1,1755.847974969457
Karnataka,Gurgaon,Locality_16,Villa,2,1830.0,Fully Furnished,38.0,45,No,Premium,North-East,Owner,Under Construction,2011,0,1,1,2,426.8144443401309
Tamil Nadu,Gurgaon,Locality_25,Villa,4,3417.0,Unfurnished,21.0,48,Yes,Luxury,North-East,Agent,Ready to Move,2014,0,1,3,0,1092.7176560938644
Maharashtra,Pune,Locality_28,Independent House,4,1946.0,Unfurnished,38.0,43,Yes,Luxury,East,Builder,Ready to Move,1992,8,4,4,1,560.704348477299
Maharashtra,New Delhi,Locality_9,Independent House,5,1940.0,Unfurnished,15.0,22,No,Luxury,West,Builder,Under Construction,2016,0,2,7,3,608.0188342764923
Haryana,Pune,Locality_1,Apartment,4,4244.0,Fully Furnished,18.0,19,No,Basic,North-East,Owner,Ready to Move,2016,2,4,9,0,646.2435843379521
Maharashtra,Bangalore,Locality_29,Independent House,3,3344.0,Semi-Furnished,29.0,38,No,Basic,North-East,Agent,Under Construction,2001,1,4,5,1,715.9849799403088
Maharashtra,Mumbai,Locality_22,Builder Floor,5,4675.0,Semi-Furnished,38.0,45,Yes,Luxury,North-East,Builder,Under Construction,2004,3,4,1,2,1850.9976684060425
Haryana,Hyderabad,Locality_16,Apartment,1,1364.0,Unfurnished,21.0,36,No,Basic,North-East,Owner,Under Construction,2009,0,2,2,3,184.12644953780895
Telangana,Chennai,Locality_41,Apartment,2,971.0,Unfurnished,17.0,35,Yes,Luxury,North,Builder,Ready to Move,2011,0,3,2,2,191.6556671176214
Telangana,Mumbai,Locality_44,Builder Floor,2,2002.0,Unfurnished,18.0,19,Yes,Basic,South,Agent,Ready to Move,1991,3,1,9,1,427.43060513558316
Haryana,Mumbai,Locality_41,Apartment,2,1910.0,Unfurnished,37.0,39,Yes,Basic,East,Builder,Ready to Move,1993,3,0,7,1,354.49074231580374
Tamil Nadu,Pune,Locality_7,Independent House,3,4270.0,Fully Furnished,38.0,44,No,Basic,North,Agent,Under Construction,2002,6,1,2,0,759.6964339380288
Maharashtra,Chennai,Locality_14,Villa,1,2405.0,Unfurnished,12.0,35,No,Premium,East,Builder,Ready to Move,2021,7,1,1,3,290.30965363956693
Maharashtra,Chennai,Locality_29,Builder Floor,5,4501.0,Fully Furnished,11.0,37,Yes,Basic,North-East,Builder,Under Construction,2011,7,3,5,3,686.3000223442007
Tamil Nadu,Chennai,Locality_19,Independent House,5,4004.0,Unfurnished,20.0,28,No,Premium,East,Owner,Ready to Move,2014,7,1,1,1,847.8016398060736
Telangana,Pune,Locality_19,Builder Floor,2,3983.0,Semi-Furnished,9.0,17,Yes,Premium,West,Builder,Under Construction,2016,8,1,9,0,690.2604397349024
Delhi,Mumbai,Locality_2,Builder Floor,1,1098.0,Semi-Furnished,1.0,48,No,Premium,West,Agent,Under Construction,2006,0,2,3,1,300.68312342252153
Delhi,Pune,Locality_41,Apartment,1,1491.0,Unfurnished,3.0,19,Yes,Luxury,South,Owner,Ready to Move,1995,8,2,2,1,240.8149852104572
Delhi,Gurgaon,Locality_45,Apartment,1,2432.0,Unfurnished,,41,,Basic,South,Agent,Under Construction,2005,9,2,6,3,425.26169976994066
Telangana,Gurgaon,Locality_15,Independent House,4,3284.0,Fully Furnished,23.0,31,No,Luxury,East,Agent,Ready to Move,1997,7,2,3,2,1025.135572297974
Telangana,Pune,Locality_3,Builder Floor,4,3541.0,Unfurnished,9.0,42,No,Premium,North,Owner,Ready to Move,2022,0,2,5,2,615.1556409787315
Tamil Nadu,Chennai,Locality_11,Apartment,2,566.0,Unfurnished,,31,Yes,Basic,North,Agent,Ready to Move,1999,6,0,8,3,81.98153459367843
Maharashtra,Mumbai,Locality_46,Apartment,1,3898.0,Unfurnished,19.0,48,No,Luxury,North-East,Builder,Ready to Move,2023,8,3,2,0,1116.6337657378747
Tamil Nadu,Pune,Locality_30,Builder Floor,1,3250.0,Semi-Furnished,23.0,26,Yes,Premium,North,Owner,Ready to Move,2008,3,4,5,3,521.3033457204178
Tamil Nadu,Pune,Locality_40,Independent House,5,969.0,Fully Furnished,27.0,30,Yes,Luxury,South,Builder,Under Construction,2003,8,2,8,0,310.53032837703205
Telangana,Pune,Locality_18,Independent House,5,2224.0,Semi-Furnished,27.0,34,Yes,Luxury,North,Builder,Ready to Move,1992,0,3,1,3,597.1725756216022
Delhi,Bangalore,Locality_48,Builder Floor,2,4485.0,Fully Furnished,39.0,48,Yes,Basic,North-East,Agent,Under Construction,2012,8,4,4,0,850.9419946964504
Karnataka,Gurgaon,Locality_2,Independent House,1,2131.0,Semi-Furnished,36.0,42,Yes,Basic,West,Agent,Ready to Move,2000,5,1,5,1,389.5300003478527
Maharashtra,Hyderabad,Locality_32,Apartment,2,1274.0,Unfurnished,12.0,13,Yes,Luxury,North,Builder,Under Construction,1995,3,1,3,1,268.6740684874155
Telangana,Chennai,Locality_8,Builder Floor,5,3512.0,Semi-Furnished,27.0,35,Yes,Basic,North,Owner,Under Construction,2023,4,3,2,0,671.4578803314605
Delhi,New Delhi,Locality_22,Apartment,5,3003.0,Semi-Furnished,34.0,38,Yes,Basic,South,Builder,Ready to Move,1990,6,0,3,3,649.1097355922262
Karnataka,Hyderabad,Locality_6,Villa,4,1986.0,Fully Furnished,33.0,36,No,Luxury,East,Builder,Under Construction,2024,9,0,5,1,517.6295739101976
Karnataka,Chennai,Locality_12,Villa,2,4519.0,Fully Furnished,28.0,43,No,Basic,West,Agent,Ready to Move,2014,3,3,7,3,567.3477036515688
Telangana,New Delhi,Locality_47,Independent House,2,4727.0,Semi-Furnished,31.0,36,Yes,,East,Agent,Ready to Move,2018,7,0,2,2,1021.0286927933901
Haryana,Bangalore,Locality_40,Villa,1,1429.0,Fully Furnished,32.0,47,Yes,Premium,North-East,Builder,Ready to Move,2012,2,0,7,1,263.4230883135324
Maharashtra,Pune,Locality_36,Apartment,1,3512.0,Fully Furnished,20.0,47,Yes,Basic,North-East,Builder,Under Construction,2007,1,1,6,3,529.9153145265748
Karnataka,Bangalore,Locality_15,Villa,4,2005.0,Fully Furnished,35.0,36,No,Premium,East,Agent,Under Construction,2003,0,0,7,3,546.0554944524429
Telangana,Bangalore,Locality_28,Apartment,3,3444.0,Fully Furnished,31.0,40,Yes,Luxury,South,Builder,Under Construction,2006,5,0,7,2,976.9343774578853
Telangana,Hyderabad,Locality_49,Independent House,3,3319.0,Fully Furnished,31.0,36,Yes,Premium,South,Agent,Under Construction,1991,1,3,9,3,571.27794401778
Delhi,Mumbai,Locality_45,Independent House,3,1684.0,Semi-Furnished,38.0,47,Yes,Luxury,South,Builder,Ready to Move,2020,7,0,7,0,658.0609440965798
Haryana,Hyderabad,Locality_18,Apartment,2,788.0,Fully Furnished,22.0,40,No,Basic,West,Owner,Ready to Move,2008,9,2,6,1,94.32113476395395
Maharashtra,Gurgaon,Locality_2,Villa,2,2311.0,Unfurnished,9.0,21,No,Basic,North-East,Owner,Under Construction,2021,3,2,8,0,335.3378977703694
Tamil Nadu,New Delhi,Locality_13,Independent House,5,1027.0,Semi-Furnished,9.0,11,No,Premium,North-East,Builder,Under Construction,2017,8,3,7,2,284.7843229235499
Delhi,Pune,Locality_45,Builder Floor,2,1416.0,Semi-Furnished,15.0,17,,Luxury,North-East,Agent,Ready to Move,1997,3,2,6,0,306.8071060765106
Karnataka,Hyderabad,Locality_15,Independent House,2,2208.0,Semi-Furnished,13.0,44,Yes,Basic,West,Builder,Under Construction,2011,3,1,4,3,267.8204012626969
Karnataka,New Delhi,Locality_20,Villa,2,4074.0,Fully Furnished,22.0,22,No,Premium,North-East,Builder,Ready to Move,2013,7,3,7,2,894.856670779361
Delhi,Chennai,Locality_29,Builder Floor,4,3819.0,Unfurnished,16.0,21,Yes,Premium,East,Agent,Under Construction,1991,7,0,8,2,602.1633630201653
Telangana,New Delhi,Locality_42,Villa,2,1906.0,Fully Furnished,32.0,43,No,Premium,North,Builder,Under Construction,2008,4,2,8,0,400.0218214642805
Karnataka,Chennai,Locality_29,Apartment,1,1741.0,Semi-Furnished,2.0,14,No,Basic,West,Agent,Under Construction,1991,2,1,4,2,188.76029043481282
Haryana,Hyderabad,Locality_3,Builder Floor,1,3633.0,Semi-Furnished,26.0,34,Yes,Luxury,North,Builder,Ready to Move,2017,1,3,9,0,606.898628420563
Maharashtra,Gurgaon,Locality_19,Villa,5,,Semi-Furnished,14.0,15,Yes,Basic,East,Agent,Ready to Move,2021,8,3,3,0,268.57550119335906
Haryana,Hyderabad,Locality_3,Builder Floor,4,2023.0,Semi-Furnished,38.0,45,Yes,Basic,South,Builder,Under Construction,2008,8,0,9,0,318.89044970116623
Karnataka,Chennai,Locality_14,Villa,1,4607.0,Fully Furnished,34.0,40,Yes,Luxury,South,Owner,Under Construction,2005,4,4,3,2,752.7531075128883
Tamil Nadu,New Delhi,Locality_40,Builder Floor,4,3388.0,Unfurnished,8.0,30,No,Premium,South,Agent,Under Construction,2019,7,2,7,2,1071.3267812562246
Maharashtra,New Delhi,Locality_4,Villa,4,3190.0,Unfurnished,36.0,41,No,,West,Owner,Under Construction,2011,6,1,4,1,717.7826171137698
Maharashtra,Chennai,Locality_11,Apartment,5,4591.0,Semi-Furnished,21.0,42,No,Premium,South,Agent,Under Construction,2003,2,3,5,0,774.1073684858378
Delhi,Bangalore,Locality_31,Builder Floor,4,1741.0,Unfurnished,28.0,37,No,Premium,West,Agent,Under Construction,1990,4,2,3,0,373.3841881577397
Delhi,Gurgaon,Locality_43,Builder Floor,2,1190.0,Semi-Furnished,6.0,30,No,Luxury,West,Agent,Under Construction,1991,8,1,2,0,350.8284334033542
Tamil Nadu,Mumbai,Locality_32,Builder Floor,4,1027.0,Semi-Furnished,,26,No,Luxury,North,Agent,Under Construction,2011,3,1,8,0,312.68580826145154
Telangana,Pune,Locality_27,Builder Floor,5,1995.0,Unfurnished,31.0,35,Yes,Luxury,South,Builder,Ready to Move,2022,2,3,7,0,632.982263305995
Maharashtra,New Delhi,Locality_30,Apartment,5,4325.0,Semi-Furnished,33.0,39,No,Premium,North-East,Builder,Ready to Move,2004,6,2,7,0,1218.2849494806658
Tamil Nadu,Pune,Locality_43,Builder Floor,5,3393.0,Unfurnished,7.0,10,Yes,Premium,South,Agent,Ready to Move,2011,7,1,8,0,739.067425189004
Delhi,Mumbai,Locality_2,Independent House,1,1392.0,Semi-Furnished,8.0,39,Yes,Basic,South,Builder,Ready to Move,2000,4,3,1,1,329.461690717259
Delhi,Hyderabad,Locality_49,Apartment,2,886.0,Unfurnished,9.0,13,No,Premium,South,Agent,Under Construction,1993,7,2,8,1,140.53343890262104
Maharashtra,Pune,Locality_9,Independent House,1,,Semi-Furnished,2.0,22,No,Luxury,North-East,Agent,Ready to Move,1996,4,2,5,3,408.32385630806795
Haryana,Mumbai,Locality_28,Builder Floor,3,3028.0,Unfurnished,17.0,47,Yes,Luxury,North-East,Owner,Ready to Move,2010,8,3,8,0,1239.3557025344828
Karnataka,Chennai,Locality_31,Villa,2,4028.0,Semi-Furnished,37.0,46,Yes,Luxury,West,Agent,Under Construction,1996,6,2,9,0,938.3314207978265
Delhi,Bangalore,Locality_34,Independent House,4,1397.0,Semi-Furnished,17.0,19,No,,North-East,Agent,Ready to Move,1993,4,4,2,1,462.03689497085946
Telangana,New Delhi,Locality_15,Builder Floor,5,1210.0,Semi-Furnished,38.0,40,No,Premium,West,Builder,Ready to Move,2001,8,1,3,1,320.0995218026713
Telangana,Mumbai,Locality_48,Independent House,3,4195.0,Unfurnished,35.0,42,Yes,Luxury,North,Agent,Ready to Move,2016,4,1,6,0,1381.9676625353
Delhi,Pune,Locality_25,Builder Floor,2,3186.0,Fully Furnished,,48,No,Basic,West,Agent,Ready to Move,2006,7,2,9,0,434.00674029447487
Haryana,New Delhi,Locality_36,Builder Floor,1,915.0,Semi-Furnished,30.0,37,No,Premium,South,Owner,Ready to Move,2009,3,3,8,1,230.288295557351
